id	en	sv		
11582	Face	Ansikte		
11583	West German Embassy siege	Ambassadockupationen_i_Stockholm_1975		
11584	A Whiter Shade of Pale	A_Whiter_Shade_of_Pale		
11585	10/01/25	25_oktober		
11586	Coprime integers	Relativt_prima		
11587	Pollination	Pollinering		
11588	Work (physics)	Mekaniskt_arbete		
11589	North Magnetic Pole	Magnetiska_nordpolen		
11590	Localhost	Localhost		
11591	John Doe	John_Doe		
11592	Jessica Szohr	Jessica_Szohr		
11593	Physical layer	Fysiskt_skikt		
11594	Arborist	Arborist		
11595	X Games	X_Games		
11596	Volgograd	Volgograd		
11597	Viktor Elm	Viktor_Elm		
11598	Victoria of Baden	Victoria_av_Baden		
11599	Vermouth	Vermouth		
11600	Order of Vasa	Vasaorden		
11601	Västtrafik	Västtrafik		
11602	Västlänken	Västlänken		
11603	Trallpunk	Trallpunk		
11604	Tobias Billström	Tobias_Billström		
11605	Thelma & Louise	Thelma_&_Louise		
11606	Symmetric-key algorithm	Symmetrisk_kryptering		
11607	Svart Lucia	Svart_Lucia		
11608	Stuart Baxter	Stuart_Baxter		
11609	Cleanliness	Städning		
11610	Dissolution of the Soviet Union	Sovjetunionens_fall		
11611	Battle of the Little Bighorn	Slaget_vid_Little_Bighorn		
11612	Rostock	Rostock		
11613	Robert Johnson	Robert_Johnson_(amerikansk_musiker)		
11614	Fiscal year	Räkenskapsår		
11615	Provision (accounting)	Provision		
11616	Period (periodic table)	Periodiska_systemets_perioder		
11617	Pajala	Pajala		
11618	Ornament	Ornament		
11619	Opel Kadett	Opel_Kadett		
11620	Nylon	Nylon		
11621	Nyköping Banquet	Nyköpings_gästabud		
11622	Neneh Cherry	Neneh_Cherry		
11623	Nebraska	Nebraska		
11624	Monica Bellucci	Monica_Bellucci		
11625	Human skull	Människans_kranium		
11626	Ljusdal	Ljusdal		
11627	Lilla Jönssonligan på styva linan	Lilla_Jönssonligan_på_styva_linan		
11628	Lazee	Lazee		
11629	Lassana Diarra	Lassana_Diarra		
11630	Lars Vilks	Lars_Vilks		
11631	Lars Magnus Ericsson	Lars_Magnus_Ericsson		
11632	Card game	Kortspel		
11633	Command-line interface	Kommandotolk		
11634	Keystroke logging	Keylogger		
11635	Kate Ryan	Kate_Ryan		
11636	Canaan	Kanaan		
11637	Jethro Tull (band)	Jethro_Tull		
11638	Jesse Metcalfe	Jesse_Metcalfe		
11639	Jeremy Clarkson	Jeremy_Clarkson		
11640	Jönssonligan och Dynamit-Harry	Jönssonligan_&_Dynamit-Harry		
11641	Immortal (band)	Immortal		
11642	Hydrology	Hydrologi		
11643	Headscarf	Huvudduk		
11644	Histology	Histologi		
11645	List of men's magazines	Herrtidning		
11646	Jaws (film)	Hajen		
11647	HAARP (album)	H.A.A.R.P		
11648	Earth's Children	Grottbjörnens_folk		
11649	G	G		
11650	Milling machine	Fräsmaskin		
11651	Philosopher	Filosof		
11652	Fabeltjeskrant	Fablernas_värld		
11653	Fabio Capello	Fabio_Capello		
11654	Engel (band)	Engel		
11655	Emilia Rydberg	Emilia_Rydberg		
11656	Eagle-Eye Cherry	Eagle-Eye_Cherry		
11657	Diane Kruger	Diane_Kruger		
11658	Bone	Ben_(skelett)		
11659	Belinda Carlisle	Belinda_Carlisle		
11660	Beatrix of the Netherlands	Beatrix_av_Nederländerna		
11661	Béarnaise sauce	Bearnaisesås		
11662	Legitimacy (law)	Bastard		
11663	The Orphanage (film)	Barnhemmet		
11664	Prayer	Bön		
11665	Indulgence	Avlatsbrev		
11666	Apoptosis	Apoptos		
11667	Responsibility	Ansvar		
11668	Anode	Anod		
11669	Annexation	Annektering		
11670	Anfield	Anfield		
11671	Andreas Carlgren	Andreas_Carlgren		
11672	Watercolor painting	Akvarell		
11673	Agra	Agra		
11674	Accreditation	Ackreditering		
11675	APU	APU		
11676	70s	70-talet		
11677	1937	1937		
11678	10 Things I Hate About You	10_orsaker_att_hata_dig		
11679	Daytime running lamp	Varselljus		
11680	Schibsted	Schibsted		
11681	Meta-ethics	Metaetik		
11682	Human migration	Mänsklig_migration		
11683	Live action role-playing game	Levande_rollspel		
11684	Songwriter	Låtskrivare		
11685	Johannes Vermeer	Jan_Vermeer		
11686	James Taylor	James_Taylor		
11687	Handling stolen goods	Häleri		
11688	Factorization	Faktorisering		
11689	Web hosting service	Webbhotell		
11690	Wassily Kandinsky	Vasilij_Kandinskij		
11691	Vanilla Ice	Vanilla_Ice		
11692	West Berlin	Västberlin		
11693	Vällingby	Vällingby		
11694	Urban exploration	Urban_exploration		
11695	Treriksröset	Treriksröset		
11696	Tommy Lee Jones	Tommy_Lee_Jones		
11697	Tito Jackson	Tito_Jackson		
11698	Sydsvenskan	Sydsvenskan		
11699	Sweden Democratic Youth	Sverigedemokratisk_Ungdom		
11700	Stockholmska	Stockholmska		
11701	Stamp duty	Stämpelskatt		
11702	Sonja Aldén	Sonja_Aldén		
11703	Battle of Breitenfeld (1631)	Slaget_vid_Breitenfeld		
11704	International maritime signal flags	Signalflagga_(sjöfart)		
11705	Sexual orientation	Sexuell_läggning		
11706	Seraph	Seraf		
11707	Scary Movie 3	Scary_Movie_3		
11708	Russo-Japanese War	Rysk-japanska_kriget		
11709	Military history of ancient Rome	Romerska_rikets_militär		
11710	Motion (physics)	Rörelse_(fysik)		
11711	Persona non grata	Persona_non_grata		
11712	Orchestra	Orkester		
11713	Object-oriented programming	Objektorienterad_programmering		
11714	New Caledonia	Nya_Kaledonien		
11715	Nm	Nm		
11716	Nina Simone	Nina_Simone		
11717	Neon Genesis Evangelion (anime)	Neon_Genesis_Evangelion		
11718	Mikael Samuelson	Mikael_Samuelson		
11719	Metre per second	Meter_per_sekund		
11720	House of Medici	Medici		
11721	Marzipan	Marsipan		
11722	Lucy Maud Montgomery	Lucy_Maud_Montgomery		
11723	Louise Hoffsten	Louise_Hoffsten		
11724	Linda Blair	Linda_Blair		
11725	Libra	Libra		
11726	Lakshmi Mittal	Lakshmi_Mittal		
11727	Chinese dragon	Kinesisk_drake		
11728	Kevin Jonas	Kevin_Jonas		
11729	Cherry	Körsbär		
11730	E-rays	Jordstrålning		
11731	Jeep	Jeep		
11732	Inversion (meteorology)	Inversion_(meteorologi)		
11733	Identity (social science)	Identitet_(beteendevetenskap)		
11734	Horn	Horn		
11735	Heraclitus	Herakleitos		
11736	Harry Potter and the Chamber of Secrets (film)	Harry_Potter_och_Hemligheternas_kammare_(film)		
11737	Chicken or the egg	Hönan_och_ägget		
11738	High jump	Höjdhopp		
11739	Green Street	Green_Street		
11740	Gianni Versace	Gianni_Versace		
11741	Frigg	Frigg		
11742	Frans G. Bengtsson	Frans_G._Bengtsson		
11743	President of Finland	Finlands_president		
11744	Fez (hat)	Fez		
11745	The Flintstones	Familjen_Flinta		
11746	Electrical engineering	Elektroteknik		
11747	Duff McKagan	Duff_McKagan		
11748	"Dragan ""Jokso"" Joksović"	Dragan_Joksović		
11749	Digital rights management	Digital_Rights_Management		
11750	Die Hard	Die_Hard		
11751	David Carradine	David_Carradine		
11752	Automobile Dacia	Dacia_(bilmärke)		
11753	Crashdïet	Crashdïet		
11754	Chevrolet Camaro	Chevrolet_Camaro		
11755	Carl Fredrik Reuterswärd	Carl_Fredrik_Reuterswärd		
11756	Flat engine	Boxermotor		
11757	Internet bot	Bot_(program)		
11758	Bosnian pyramids	Bosniska_pyramider		
11759	Bokmål	Bokmål		
11760	Barents Sea	Barents_hav		
11761	Allmänna Svenska Elektriska Aktiebolaget	Asea		
11762	Honorarium	Arvode		
11763	Arsène Wenger	Arsène_Wenger		
11764	Anarcho-capitalism	Anarkokapitalism		
11765	Acrylamide	Akrylamid		
11766	Air Force One	Air_Force_One		
11767	Agnes (name)	Agnes		
11768	Dog agility	Agility		
11769	10/01/15	15_oktober		
11770	.30-06 Springfield	.30-06_Springfield		
11771	Xylitol	Xylitol		
11772	Lars Ahlin	Lars_Ahlin		
11773	Nitrogen dioxide	Kvävedioxid		
11774	Concept	Koncept		
11775	Performance indicator	Key_Performance_Indicator		
11776	Profession	Yrke		
11777	Westminster Abbey	Westminster_Abbey		
11778	Villa Villekulla	Villa_Villekulla		
11779	Vers	Vers		
11780	Veritas (disambiguation)	Veritas		
11781	Horn (instrument)	Valthorn		
11782	Exchange rate	Växelkurs		
11783	Extreme points of Earth	Världens_yttersta_platser		
11784	How Soon Is Now? (TV serial)	Upp_till_kamp		
11785	Tupperware	Tupperware		
11786	Trafalgar Square	Trafalgar_Square		
11787	The Runaways	The_Runaways		
11788	Terry Pratchett	Terry_Pratchett		
11789	Terminator Salvation	Terminator_Salvation		
11790	Syrianska FC	Syrianska_FC		
11791	Swan Lake	Svansjön		
11792	Storstockholms Lokaltrafik	Storstockholms_Lokaltrafik		
11793	Frying pan	Stekpanna		
11794	Statistics Sweden	Statistiska_centralbyrån		
11795	Distilled beverage	Spritdryck		
11796	Sphynx (cat)	Sphynx		
11797	Simple Network Management Protocol	Simple_network_management_protocol		
11798	Shetland pony	Shetlandsponny		
11799	Serie A	Serie_A		
11800	Sandvik	Sandvik_AB		
11801	Prologue	Prolog		
11802	Plough	Plog		
11803	Persian people	Perser		
11804	Paternalism	Paternalism		
11805	Partisan	Partisan		
11806	Attagenus pellio	Pälsänger		
11807	Othello	Othello		
11808	Oscar	Oskar		
11809	Originality	Originalitet		
11810	Nutella	Nutella		
11811	Nordstan	Nordstan		
11812	The Nutcracker	Nötknäpparen		
11813	Record producer	Musikproducent		
11814	Mujahideen	Mujaheddin		
11815	My Neighbor Totoro	Min_granne_Totoro		
11816	Middle class	Medelklass		
11817	McDonnell Douglas MD-80	McDonnell_Douglas_MD-80		
11818	Markus Rosenberg	Markus_Rosenberg		
11819	Iron Ore Line	Malmbanan		
11820	Maggie Smith	Maggie_Smith		
11821	Virgin of the Rocks	Madonnan_i_grottan		
11822	List of mathematicians	Lista_över_matematiker		
11823	Liqueur	Likör		
11824	Lagom	Lagom		
11825	Knockin' on Heaven's Door	Knockin'_on_Heaven's_Door		
11826	Casein	Kasein		
11827	Carpathian Mountains	Karpaterna		
11828	Carboniferous	Karbon		
11829	John F. Kennedy	John_F._Kennedy		
11830	Yalta Conference	Jaltakonferensen		
11831	Jacques Chirac	Jacques_Chirac		
11832	Public information officer	Informatör		
11833	Indiana Jones and the Last Crusade	Indiana_Jones_och_det_sista_korståget		
11834	Home theater PC	Home_Theatre_Personal_Computer		
11835	Hebrew alphabet	Hebreiska_alfabetet		
11836	Craft	Hantverk		
11837	Hanoi	Hanoi		
11838	Bay of Pigs	Grisbukten		
11839	God Save the Queen	God_Save_the_Queen		
11840	Gian Lorenzo Bernini	Giovanni_Lorenzo_Bernini		
11841	Galicia (Spain)	Galicien		
11842	Gärdet	Gärdet		
11843	Fringe (TV series)	Fringe		
11844	Finntroll	Finntroll		
11845	Export	Export		
11846	Escapism	Eskapism		
11847	Eris (dwarf planet)	Eris_(dvärgplanet)		
11848	Doctor Who	Doctor_Who		
11849	Child's Play (1988 film)	Den_onda_dockan		
11850	Demagogue	Demagogi		
11851	Dehydration	Dehydrering		
11852	DOS	DOS		
11853	D12	D12		
11854	Christa Miller	Christa_Miller		
11855	Stock (food)	Buljong		
11856	Bredäng	Bredäng		
11857	Brandy	Brandy_(spritdryck)		
11858	Bernard Madoff	Bernard_Madoff		
11859	Bicycle motocross	BMX		
11860	European hornet	Bålgeting		
11861	Astronomical unit	Astronomisk_enhet		
11862	Second Boer War	Andra_boerkriget		
11863	An Cafe	An_Cafe		
11864	Amanda Seyfried	Amanda_Seyfried		
11865	Amanda (given name)	Amanda_(namn)		
11866	List of Naruto characters#Antagonists	Akatsuki		
11867	Aisha	Aisha		
11868	Ahimsa	Ahimsa		
11869	AIK IF	AIK_Ishockey		
11870	Pulley	Block_(enkel_maskin)		
11871	List of World Heritage Sites in Sweden	Världsarv_i_Sverige		
11872	Magazine	Tidskrift		
11873	Number	Tal_(matematik)		
11874	Typographic ligature	Ligatur		
11875	Länsförsäkringar	Länsförsäkringar		
11876	Kris (disambiguation)	Kris		
11877	Hexane	Hexan		
11878	Audi A6	Audi_A6		
11879	A Walk to Remember	A_Walk_to_Remember		
11880	Category:Verona	Verona		
11881	Turbulence	Turbulens		
11882	Pectus excavatum	Trattbröst		
11883	Tove Lifvendahl	Tove_Lifvendahl		
11884	Torsby	Torsby		
11885	Tony Deogan	Tony_Deogan		
11886	Timrå IK	Timrå_IK		
11887	The Pogues	The_Pogues		
11888	Tant Strul	Tant_Strul		
11889	Stout	Stout		
11890	Explosive material	Sprängämne		
11891	List of countries by suicide rate	Självmordsstatistik		
11892	Tendon	Sena		
11893	SEAT	Seat		
11894	Scuderia Ferrari	Scuderia_Ferrari		
11895	SAS	SAS		
11896	Södra länken	Södra_länken		
11897	Robert Carlyle	Robert_Carlyle		
11898	Swedish riksdaler	Riksdaler		
11899	Richard I of England	Rikard_I_Lejonhjärta		
11900	The Scarlet Pimpernel	Röda_nejlikan		
11901	Psychobilly	Psychobilly		
11902	Potato chip	Potatischips		
11903	Perestroika	Perestrojka		
11904	Parrot	Papegojfåglar		
11905	Cheese knife#Cheese slicer	Osthyvel		
11906	Oboe	Oboe		
11907	Nissan 350Z	Nissan_350Z		
11908	Niklas Wikegård	Niklas_Wikegård		
11909	Mostar	Mostar		
11910	Mos Def	Mos_Def		
11911	Minister (government)	Minister		
11912	Minimalism	Minimalism		
11913	Mattias Gardell	Mattias_Gardell		
11914	Linn Berggren	Malin_Berggren		
11915	Macedonia (region)	Makedonien_(historisk_region)		
11916	M	M		
11917	List of English monarchs	Lista_över_Englands_regenter		
11918	Lisa Simpson	Lisa_Simpson		
11919	Liberal Youth of Sweden	Liberala_ungdomsförbundet		
11920	Lech Wałęsa	Lech_Wałęsa		
11921	Landskrona BoIS	Landskrona_BoIS		
11922	Artificial vagina	Lösvagina		
11923	Christian democracy	Kristdemokrati		
11924	Kobe Bryant	Kobe_Bryant		
11925	Emperor Penguin	Kejsarpingvin		
11926	Gender role	Könsroll		
11927	Josh Homme	Josh_Homme		
11928	Jonas Alströmer	Jonas_Alströmer		
11929	John Bonham	John_Bonham		
11930	Joachim von Ribbentrop	Joachim_von_Ribbentrop		
11931	Ian McKellen	Ian_McKellen		
11932	Head	Huvud		
11933	Hitman (video game series)	Hitman		
11934	Carl Gustav recoilless rifle	Granatgevär_m/48		
11935	Fantasy (psychology)	Fantasi		
11936	FIFA 09	FIFA_09		
11937	Everton F.C.	Everton_FC		
11938	European Court of Human Rights	Europadomstolen		
11939	Elisha Cuthbert	Elisha_Cuthbert		
11940	Electronic music	Elektronisk_musik		
11941	ESP	ESP		
11942	Doom metal	Doom_metal		
11943	Howl's Moving Castle (film)	Det_levande_slottet		
11944	Dean Martin	Dean_Martin		
11945	Dancehall	Dancehall		
11946	Surface water	Dagvatten		
11947	Cyberpunk	Cyberpunk		
11948	AMD CrossFireX	CrossFire		
11949	Criminal Minds	Criminal_Minds		
11950	Shock (circulatory)	Cirkulationssvikt		
11951	List of supporting Harry Potter characters#Cedric Diggory	Cedric_Diggory		
11952	Call of Duty 2	Call_of_Duty_2		
11953	Chief operating officer	COO		
11954	Bragi	Brage		
11955	Bonn	Bonn		
11956	Winged word	Bevingade_ord		
11957	Baden-Württemberg	Baden-Württemberg		
11958	Annika Duckmark	Annika_Duckmark		
11959	Anders Lundin	Anders_Lundin		
11960	Alternative medicine	Alternativmedicin		
11961	Alizée	Alizée		
11962	Agnosia	Agnosi		
11963	Accumulator	Ackumulator		
11964	1952	1952		
11965	Instrument of Government (1809)	1809_års_regeringsform		
11966	Urinalysis	Urinprov		
11967	Chernobyl Nuclear Power Plant	Tjernobyls_kärnkraftverk		
11968	Character encoding	Teckenkodning		
11969	Language acquisition	Tal-_och_språkutveckling		
11970	Taco	Taco		
11971	Military history of Sweden	Sveriges_militärhistoria		
11972	Pen	Penna		
11973	Barbro Holmberg	Barbro_Holmberg		
11974	Yale University	Yale_University		
11975	Wushu	Wushu		
11976	Volvo 700 Series#Volvo 780	Volvo_780		
11977	Wight	Vätte		
11978	Upplands Väsby	Upplands_Väsby		
11979	Triage	Triage		
11980	Growth hormone	Tillväxthormon		
11981	Temple Mount	Tempelberget		
11982	Television in Sweden	Television_i_Sverige		
11983	Teemu Selänne	Teemu_Selänne		
11984	Swedish Royal Regalia	Sveriges_riksregalier		
11985	Sweden Party	Sverigepartiet		
11986	Subsidiarity	Subsidiaritet		
11987	Status	Status		
11988	Beverly Hills Cop	Snuten_i_Hollywood		
11989	Snooker	Snooker		
11990	Shutter speed	Slutartid		
11991	Sisu (disambiguation)	Sisu		
11992	The Protocols of the Elders of Zion	Sions_vises_protokoll		
11993	Sepultura	Sepultura		
11994	Sand	Sand		
11995	The Name of the Rose	Rosens_namn		
11996	Richard Burton	Richard_Burton		
11997	René Magritte	René_Magritte		
11998	Pupil	Pupill		
11999	Percentage point	Procentenhet		
12000	Poltergeist (film)	Poltergeist_(film)		
12001	Plebs	Plebej		
12002	Phuket Province	Phuket		
12003	Infidelity	Otrohet		
12004	Nanometre	Nanometer		
12005	Album	Musikalbum		
12006	Germanic neopaganism#Ásatrú	Modern_asatro		
12007	Basic income guarantee	Medborgarlön		
12008	Manhunter (film)	Manhunter		
12009	Möllevången	Möllevången		
12010	Luke Skywalker	Luke_Skywalker		
12011	Gospel of Luke	Lukasevangeliet		
12012	Long Island	Long_Island		
12013	List of submarine classes	Lista_över_ubåtsklasser		
12014	Lady and the Tramp	Lady_och_Lufsen		
12015	Lock (device)	Lås		
12016	Lists of wars	Kronologisk_lista_över_krig		
12017	Kramfors	Kramfors		
12018	Counterpoint	Kontrapunkt		
12019	Chloride	Klorid		
12020	Clothing sizes	Klädstorlek		
12021	Kinna	Kinna		
12022	Kerstin Thorvall	Kerstin_Thorvall		
12023	Kenzaburō Ōe	Kenzaburo_Oe		
12024	Das Kapital	Kapitalet		
12025	Skirmish at Bender	Kalabaliken_i_Bender		
12026	Jordana Brewster	Jordana_Brewster		
12027	Jennifer Hudson	Jennifer_Hudson		
12028	Israelites	Israeliter		
12029	Emmerdale	Hem_till_gården		
12030	Honour	Heder		
12031	Hannes Holm	Hannes_Holm		
12032	Grand Theft Auto (series)	Grand_Theft_Auto_(spelserie)		
12033	Frigate	Fregatt		
12034	Final Fantasy XIII	Final_Fantasy_XIII		
12035	Favicon	Favicon		
12036	Pharmacokinetics	Farmakokinetik		
12037	Edie Sedgwick	Edie_Sedgwick		
12038	Ecce Homo (exhibition)	Ecce_Homo_(utställning)		
12039	DMZ (disambiguation)	DMZ		
12040	Disc jockey	DJ		
12041	City of London	City_of_London		
12042	Carl Barks	Carl_Barks		
12043	Burzum	Burzum		
12044	Brigade	Brigad		
12045	Brian McFadden	Brian_McFadden		
12046	Corporate tax	Bolagsskatt		
12047	Boden Fortress	Bodens_fästning		
12048	Ashley Cole	Ashley_Cole		
12049	Remand	Anhållande		
12050	Alessandro Nesta	Alessandro_Nesta		
12051	Aladdin	Aladdin		
12052	Abductive reasoning	Abduktion		
12053	90210 (TV series)	90210_(TV-serie)		
12054	06/01/06	6_juni		
12055	1947	1947		
12056	1934	1934		
12057	1932	1932		
12058	ΜTorrent	ΜTorrent		
12059	Flo Rida	Flo_Rida		
12060	Palace of Westminster	Westminsterpalatset		
12061	SPSS	SPSS		
12062	Variable cost	Rörlig_kostnad		
12063	Permeability (electromagnetism)	Permeabilitet		
12064	government procurement	Offentlig_upphandling		
12065	List of islands of Sweden	Lista_över_Sveriges_öar		
12066	Municipal commissioner	Kommunalråd		
12067	Parliamentary Ombudsman	Justitieombudsmannen		
12068	Hattifattener	Hattifnattar		
12069	Alligatoridae	Alligatorer_och_kajmaner		
12070	ZTV	ZTV		
12071	SL X60	X60		
12072	Wrocław	Wrocław		
12073	Winona Ryder	Winona_Ryder		
12074	Windows 95	Windows_95		
12075	Volvo C30	Volvo_C30		
12076	European bison	Visent		
12077	Victoria	Victoria		
12078	Vanadium	Vanadin		
12079	Common Quail	Vaktel		
12080	V for Vendetta	V_for_Vendetta		
12081	List of international call prefixes	Utlandsprefix		
12082	51st state	USA:s_51:a_delstat		
12083	World War III	Tredje_världskriget		
12084	Thales	Thales_från_Miletos		
12085	System camera	Systemkamera		
12086	Acheron (disambiguation)	Styx		
12087	Strömsund	Strömsund		
12088	StarCraft	Starcraft		
12089	Estates of the realm	Stånd_(samhällsklass)		
12090	Srebrenica massacre	Srebrenicamassakern		
12091	Depth of field	Skärpedjup		
12092	Sigrid Hjertén	Sigrid_Hjertén		
12093	Sibylla (fast food)	Sibylla_(snabbmatskedja)		
12094	R. Kelly	R._Kelly		
12095	Quito	Quito		
12096	Quechua languages	Quechua		
12097	Christianity	Kristendom		
12098	Platoon	Pluton		
12099	Placebo (band)	Placebo_(musikgrupp)		
12100	Pitcairn Islands	Pitcairnöarna		
12101	Peter Althin	Peter_Althin		
12102	Automobile	Personbil		
12103	Paulina Porizkova	Paulina_Porizkova		
12104	Panda (disambiguation)	Panda_(olika_betydelser)		
12105	Palpation	Palpation		
12106	Neutrophil granulocyte	Neutrofil_granulocyt		
12107	Nuremberg	Nürnberg		
12108	Million Stylez	Million_Stylez		
12109	Mikael Nilsson	Mikael_Nilsson		
12110	Mark Municipality	Marks_kommun		
12111	Marduk (band)	Marduk_(musikgrupp)		
12112	Leslie Nielsen	Leslie_Nielsen		
12113	Lamination	Laminat		
12114	LG Electronics	LG_Electronics		
12115	Leather	Läder		
12116	Creole peoples	Kreol		
12117	Corporal	Korpral		
12118	Comma	Kommatecken		
12119	Kenny Loggins	Kenny_Loggins		
12120	Economy	Ekonomi		
12121	Anatomy	Anatomi		
12122	Kallhäll	Kallhäll		
12123	Potassium chloride	Kaliumklorid		
12124	Jokkmokks-Jokke	Jokkmokks-Jokke		
12125	Jokkmokk	Jokkmokk		
12126	John Grisham	John_Grisham		
12127	Jerusalem (novel)	Jerusalem_(bok)		
12128	Hunting dog	Jakthund		
12129	Incontinence	Inkontinens		
12130	Hydrophobe	Hydrofob		
12131	Hasselblad	Hasselblad_(kamera)		
12132	Guarana	Guarana		
